,Name,Date,Time,Category,SubCategory,Max,Min,SalesStart,SalesEnd,Status,City,State,Latitude,Longitude,Description,Currency,URL,ID,Venues
786,Los Angeles Dodgers vs. Colorado Rockies,2024-06-01,19:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-06-02 02:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP97U,Z7r9jZ1AdP97U,N/A
787,Pinstripe Pass * New York Yankees v. New York Mets,2024-07-24,19:05:00,Baseball,MLB,50.0,50.0,2023-09-13 14:00:00,2024-07-24 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-07-24-2024/event/1D005F26CE875000,G5vVZ9whC-gZZ,N/A
788,Disney On Ice presents Into the Magic,2024-03-16,15:00:00,Miscellaneous,Miscellaneous,0.0,0.0,1900-01-01 06:00:00,2024-03-16 19:00:00,onsale,Springfield,Massachusetts,42.102501,-72.591599,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A77Fvk,Z7r9jZ1A77Fvk,N/A
789,Pittsburgh Pirates vs. New York Yankees,2024-03-24,13:05:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-03-24 17:05:00,onsale,Bradenton,Florida,27.4818,-82.584,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Zwx_,Z7r9jZ1A7Zwx_,N/A
790,Harry Potter and the Cursed Child,2024-03-09,13:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-03-09 18:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9OU,Z7r9jZ1A7Z9OU,N/A
791,Harry Potter and the Cursed Child,2024-02-28,13:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-02-28 18:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9O0,Z7r9jZ1A7Z9O0,N/A
792,New York Yankees v. Baltimore Orioles * Premium Seating *,2024-06-20,16:05:00,Baseball,MLB,1725.0,390.0,2023-09-13 14:00:00,2024-06-20 20:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-v-baltimore-orioles-bronx-new-york-06-20-2024/event/1D005F26C51248AF,G5vVZ9whA70xR,N/A
793,New York Yankees v. Houston Astros * Premium Seating *,2024-05-08,19:05:00,Baseball,MLB,1725.0,390.0,2023-09-13 14:00:00,2024-05-08 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-v-houston-astros-bronx-new-york-05-08-2024/event/1D005F26C5084835,G5vVZ9whAe7Og,N/A
794,Hamilton,2024-03-03,13:00:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-03 18:00:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vs4_,Z7r9jZ1A7vs4_,N/A
795,Pinstripe Pass * New York Yankees v. Detroit Tigers,2024-05-05,13:35:00,Baseball,MLB,19.0,19.0,2023-09-13 14:00:00,2024-05-05 17:35:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-05-2024/event/1D005F26CE7F4F74,G5vVZ9whCLVWV,N/A
796,Hamilton,2024-03-03,19:00:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-04 00:00:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vM70,Z7r9jZ1A7vM70,N/A
797,Baltimore Orioles vs. New York Yankees,2024-05-02,13:05:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-05-02 17:05:00,onsale,Baltimore,Maryland,39.293999,-76.622597,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP_76,Z7r9jZ1AdP_76,N/A
798,Minnesota Twins vs. Los Angeles Dodgers,2024-04-09,18:40:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-04-09 23:40:00,onsale,Minneapolis,Minnesota,44.984699,-93.270897,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPbOp,Z7r9jZ1AdPbOp,N/A
799,Hamilton,2024-02-28,19:30:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-02-29 00:30:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vtpe,Z7r9jZ1A7vtpe,N/A
800,Harry Potter and the Cursed Child,2024-02-29,19:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-03-01 00:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9OP,Z7r9jZ1A7Z9OP,N/A
801,Los Angeles Angels vs. New York Yankees,2024-05-29,18:38:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-05-30 01:38:00,onsale,Anaheim,California,33.839298,-117.870796,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPbaF,Z7r9jZ1AdPbaF,N/A
802,Pinstripe Pass * New York Yankees v. Houston Astros,2024-05-09,17:05:00,Baseball,MLB,19.0,19.0,2023-09-13 14:00:00,2024-05-09 21:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-09-2024/event/1D005F26CE804F81,G5vVZ9whCO7Xv,N/A
803,Los Angeles Dodgers vs. Arizona Diamondbacks,2024-07-04,18:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-07-05 01:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP9Av,Z7r9jZ1AdP9Av,N/A
804,Philadelphia Phillies vs. Los Angeles Dodgers,2024-07-09,18:40:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-07-09 22:40:00,onsale,Philadelphia,Pennsylvania,39.910999,-75.153397,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP_8K,Z7r9jZ1AdP_8K,N/A
805,Pinstripe Pass * New York Yankees v. Oakland Athletics,2024-04-25,19:05:00,Baseball,MLB,16.0,16.0,2023-09-13 14:00:00,2024-04-25 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-04-25-2024/event/1D005F26CE7E4F6E,G5vVZ9whCL0Wm,N/A
806,New York Mets vs. Los Angeles Dodgers,2024-05-28,19:10:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-05-28 23:10:00,onsale,Flushing,New York,40.749298,-73.853104,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPb0z,Z7r9jZ1AdPb0z,N/A
807,Hamilton,2024-03-09,20:00:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-10 01:00:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vYea,Z7r9jZ1A7vYea,N/A
808,Pinstripe Pass * New York Yankees v. Atlanta Braves,2024-06-21,19:05:00,Baseball,MLB,29.0,29.0,2023-09-13 14:00:00,2024-06-21 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-06-21-2024/event/1D005F26CE844FCC,G5vVZ9whC-7TG,N/A
809,Los Angeles Dodgers vs. Texas Rangers,2024-06-12,19:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-06-13 02:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP97g,Z7r9jZ1AdP97g,N/A
810,Harry Potter and the Cursed Child,2024-05-12,14:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-05-12 18:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z908,Z7r9jZ1A7Z908,N/A
811,Pinstripe Pass * New York Yankees v. Chicago White Sox,2024-05-19,13:35:00,Baseball,MLB,19.0,19.0,2023-09-13 14:00:00,2024-05-19 17:35:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-19-2024/event/1D005F26CE804F9D,G5vVZ9whCO7Xq,N/A
812,Pinstripe Pass * New York Yankees v. Houston Astros,2024-05-08,19:05:00,Baseball,MLB,19.0,19.0,2023-09-13 14:00:00,2024-05-08 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-08-2024/event/1D005F26CE7F4F7B,G5vVZ9whCLVWD,N/A
813,Pinstripe Pass * New York Yankees v. Atlanta Braves,2024-06-22,19:15:00,Baseball,MLB,39.0,39.0,2023-09-13 14:00:00,2024-06-22 23:15:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-06-22-2024/event/1D005F26CE844FCE,G5vVZ9whC-7TC,N/A
814,Los Angeles Dodgers vs. Kansas City Royals,2024-06-16,13:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-06-16 20:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP9AZ,Z7r9jZ1AdP9AZ,N/A
815,Disney On Ice presents Into the Magic,2024-03-17,12:00:00,Miscellaneous,Miscellaneous,0.0,0.0,1900-01-01 06:00:00,2024-03-17 16:00:00,onsale,Springfield,Massachusetts,42.102501,-72.591599,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A77oZt,Z7r9jZ1A77oZt,N/A
816,Hamilton,2024-03-29,20:00:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-30 00:00:00,onsale,Sarasota,Florida,27.3396,-82.539597,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1Adxe80,Z7r9jZ1Adxe80,N/A
817,Pittsburgh Pirates vs. Los Angeles Dodgers,2024-06-06,18:40:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-06-06 22:40:00,onsale,Pittsburgh,Pennsylvania,40.455898,-80.066299,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPbjy,Z7r9jZ1AdPbjy,N/A
818,Pinstripe Pass * New York Yankees v. Houston Astros,2024-05-07,19:05:00,Baseball,MLB,19.0,19.0,2023-09-13 14:00:00,2024-05-07 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-07-2024/event/1D005F26CE7F4F77,G5vVZ9whCLVWM,N/A
819,Harry Potter and the Cursed Child,2024-03-02,13:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-03-02 18:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9OI,Z7r9jZ1A7Z9OI,N/A
820,Hamilton,2024-03-10,19:00:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-10 23:00:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vM74,Z7r9jZ1A7vM74,N/A
821,Los Angeles Dodgers vs. Colorado Rockies,2024-06-02,13:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-06-02 20:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP97s,Z7r9jZ1AdP97s,N/A
822,Detroit Tigers vs. Los Angeles Dodgers,2024-07-14,13:40:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-07-14 17:40:00,onsale,Detroit,Michigan,42.3465,-83.059799,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPxap,Z7r9jZ1AdPxap,N/A
823,Pinstripe Pass * New York Yankees v. Oakland Athletics,2024-04-22,13:05:00,Baseball,MLB,16.0,16.0,2023-09-13 14:00:00,2024-04-22 17:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-04-22-2024/event/1D005F26CE7E4F68,G5vVZ9whCL0WI,N/A
824,Los Angeles Dodgers vs. Miami Marlins,2024-05-08,12:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-05-08 19:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP97b,Z7r9jZ1AdP97b,N/A
825,Pittsburgh Pirates vs. Los Angeles Dodgers,2024-06-04,18:40:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-06-04 22:40:00,onsale,Pittsburgh,Pennsylvania,40.455898,-80.066299,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPbjM,Z7r9jZ1AdPbjM,N/A
826,Harry Potter and the Cursed Child,2024-05-26,13:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-05-26 17:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z90P,Z7r9jZ1A7Z90P,N/A
827,Hamilton,2024-03-05,19:30:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-06 00:30:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vM7K,Z7r9jZ1A7vM7K,N/A
828,Baltimore Orioles vs. New York Yankees,2024-04-29,18:35:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-04-29 22:35:00,onsale,Baltimore,Maryland,39.293999,-76.622597,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP_77,Z7r9jZ1AdP_77,N/A
829,Hamilton,2024-03-26,19:30:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-26 23:30:00,onsale,Sarasota,Florida,27.3396,-82.539597,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1Adxe8-,Z7r9jZ1Adxe8-,N/A
830,Hamilton,2024-03-06,19:30:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-07 00:30:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vM7f,Z7r9jZ1A7vM7f,N/A
831,Hamilton,2024-03-02,20:00:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-03 01:00:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vYeF,Z7r9jZ1A7vYeF,N/A
832,New York Yankees v. Minnesota Twins * Premium Seating *,2024-06-05,19:05:00,Baseball,MLB,1725.0,390.0,2023-09-13 14:00:00,2024-06-05 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-v-minnesota-twins-bronx-new-york-06-05-2024/event/1D005F26C50E4889,G5vVZ9whAd0xa,N/A
833,Boston Red Sox vs. New York Yankees,2024-07-28,13:35:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-07-28 17:35:00,onsale,Boston,Massachusetts,42.346901,-71.102501,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPf-9,Z7r9jZ1AdPf-9,N/A
834,New York Yankees v. New York Mets * Premium Seating *,2024-07-24,19:05:00,Baseball,MLB,1725.0,600.0,2023-09-13 14:00:00,2024-07-24 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-v-new-york-bronx-new-york-07-24-2024/event/1D005F26C52048DE,G5vVZ9whAF7Nr,N/A
835,Hamilton,2024-03-07,19:30:00,Theatre,Musical,0.0,0.0,1900-01-01 06:00:00,2024-03-08 00:30:00,onsale,Columbia,South Carolina,33.9991,-81.027603,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vM79,Z7r9jZ1A7vM79,N/A
836,Harry Potter and the Cursed Child,2024-03-08,19:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-03-09 00:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9OV,Z7r9jZ1A7Z9OV,N/A
837,Harry Potter and the Cursed Child,2024-03-23,13:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-03-23 17:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9-3,Z7r9jZ1A7Z9-3,N/A
838,Disney On Ice presents Into the Magic,2024-03-17,16:00:00,Miscellaneous,Miscellaneous,0.0,0.0,1900-01-01 18:00:00,2024-03-17 20:00:00,onsale,Springfield,Massachusetts,42.102501,-72.591599,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A770a-,Z7r9jZ1A770a-,N/A
839,Los Angeles Dodgers vs. Arizona Diamondbacks,2024-05-20,19:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-05-21 02:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP97I,Z7r9jZ1AdP97I,N/A
840,Harry Potter and the Cursed Child,2024-04-25,19:00:00,Performance Art,Performance Art,0.0,0.0,1900-01-01 18:00:00,2024-04-25 23:00:00,onsale,New York,New York,40.7593,-73.990196,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Z9x8,Z7r9jZ1A7Z9x8,N/A
841,Texas Rangers vs. New York Yankees,2024-09-02,19:05:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-09-03 00:05:00,onsale,Arlington,Texas,32.7542,-97.082397,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP-k6,Z7r9jZ1AdP-k6,N/A
842,Pinstripe Pass * New York Yankees v. Seattle Mariners,2024-05-20,19:05:00,Baseball,MLB,16.0,16.0,2023-09-13 14:00:00,2024-05-20 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-20-2024/event/1D005F26CE804FA2,G5vVZ9whCO7Xx,N/A
